,w_star,method,function,N
21234,-0.12452204030563575,Bagging,1,10
21235,-0.5669794409255824,MLE,1,10
21236,-0.12629848247529238,SAA,1,10
21237,-0.1967174533339645,KDE,1,10
21238,-0.1061856153473596,Bayesian,1,10
21239,0.17580794916071021,Bagging,1,25
21240,0.10547882323455714,MLE,1,25
21241,0.17099934284377236,SAA,1,25
21242,0.138214693669877,KDE,1,25
21243,0.14718840269301592,Bayesian,1,25
21244,0.16629894252765293,Bagging,1,50
21245,0.1535088863826205,MLE,1,50
21246,0.16068249463664303,SAA,1,50
21247,0.11804593922684041,KDE,1,50
21248,0.14024379455225958,Bayesian,1,50
21249,0.15544041203984973,Bagging,1,10
21250,0.3283341857931462,MLE,1,10
21251,0.14063561961678722,SAA,1,10
21252,0.05139708558847219,KDE,1,10
21253,0.16889705586941767,Bayesian,1,10
21254,-0.05477530099907421,Bagging,1,25
21255,-0.08155716350204419,MLE,1,25
21256,-0.049548778425365946,SAA,1,25
21257,-0.115417571461923,KDE,1,25
21258,0.0010368384363148096,Bayesian,1,25
21259,0.27599348743192526,Bagging,1,50
21260,0.27532924884022003,MLE,1,50
21261,0.2769132136050749,SAA,1,50
21262,0.24822656000207513,KDE,1,50
21263,0.29239260413478596,Bayesian,1,50
21264,0.09295371881458404,Bagging,1,10
21265,0.05818437181262331,MLE,1,10
21266,0.08032113428148455,SAA,1,10
21267,0.025355510741248994,KDE,1,10
21268,0.12143178369831947,Bayesian,1,10
21269,0.13393384339524966,Bagging,1,25
21270,0.016503042150993633,MLE,1,25
21271,0.12258434075144298,SAA,1,25
21272,0.05986406884158633,KDE,1,25
21273,0.1456200151324615,Bayesian,1,25
21274,0.12302261088115049,Bagging,1,50
21275,0.10177815289466542,MLE,1,50
21276,0.11794073646451524,SAA,1,50
21277,0.07127839495023168,KDE,1,50
21278,0.10235104993694956,Bayesian,1,50
21279,0.05679247402351871,Bagging,1,10
21280,-0.008382786574621498,MLE,1,10
21281,0.037245889667562634,SAA,1,10
21282,-0.06164555705687035,KDE,1,10
21283,0.11844518829440397,Bayesian,1,10
21284,0.12289088871963598,Bagging,1,25
21285,-0.0746262270527683,MLE,1,25
21286,0.11790226639196727,SAA,1,25
21287,0.056046815431213384,KDE,1,25
21288,0.17018126187268956,Bayesian,1,25
21289,0.028123692324566817,Bagging,1,50
21290,0.041919310814648586,MLE,1,50
21291,0.03115625078634945,SAA,1,50
21292,-0.003502712243082346,KDE,1,50
21293,0.047325432499865684,Bayesian,1,50
21294,-0.11564761401159003,Bagging,1,10
21295,-0.2503112290908962,MLE,1,10
21296,-0.1545692160248626,SAA,1,10
21297,-0.20394775691378034,KDE,1,10
21298,-0.15378517568152072,Bayesian,1,10
21299,0.16394294915513757,Bagging,1,25
21300,0.07217737092174116,MLE,1,25
21301,0.16404348507136196,SAA,1,25
21302,0.11398378188671521,KDE,1,25
21303,0.1646715420520905,Bayesian,1,25
21304,0.2728104938438541,Bagging,1,50
21305,0.26992799993020555,MLE,1,50
21306,0.274576502224142,SAA,1,50
21307,0.2281058866583257,KDE,1,50
21308,0.2522518828637792,Bayesian,1,50
21309,0.13747511587018663,Bagging,1,10
21310,0.10542198943416078,MLE,1,10
21311,0.10860076159487198,SAA,1,10
21312,-0.006421202864654059,KDE,1,10
21313,0.12519734220287618,Bayesian,1,10
21314,0.24484783474582086,Bagging,1,25
21315,0.2027985346240741,MLE,1,25
21316,0.2514349666267192,SAA,1,25
21317,0.19919011233312078,KDE,1,25
21318,0.26793691514237666,Bayesian,1,25
21319,0.1400463505756734,Bagging,1,50
21320,0.12572875434059286,MLE,1,50
21321,0.1345174866489442,SAA,1,50
21322,0.08820190903258349,KDE,1,50
21323,0.14925990259271035,Bayesian,1,50
21324,0.17254414352628125,Bagging,1,10
21325,0.1779352544503166,MLE,1,10
21326,0.1696205595696705,SAA,1,10
21327,0.09714708960571859,KDE,1,10
21328,0.1535610238029383,Bayesian,1,10
21329,0.13685611807005377,Bagging,1,25
21330,0.13958696569867277,MLE,1,25
21331,0.11873294774853922,SAA,1,25
21332,0.047066697252528406,KDE,1,25
21333,0.11993351268042579,Bayesian,1,25
21334,0.13432908641165703,Bagging,1,50
21335,0.13281290243982893,MLE,1,50
21336,0.13893056353892125,SAA,1,50
21337,0.09560411241848062,KDE,1,50
21338,0.12783069660194066,Bayesian,1,50
21339,0.6356881925223494,Bagging,1,10
21340,0.5327880592603481,MLE,1,10
21341,0.6117952388864036,SAA,1,10
21342,0.5307836811100213,KDE,1,10
21343,0.598157548739993,Bayesian,1,10
21344,0.09795572061518448,Bagging,1,25
21345,0.188616478094238,MLE,1,25
21346,0.08665162860262202,SAA,1,25
21347,0.038052563492300746,KDE,1,25
21348,0.04704852329106261,Bayesian,1,25
21349,0.16165101044154256,Bagging,1,50
21350,0.1177086810492186,MLE,1,50
21351,0.1461450602719185,SAA,1,50
21352,0.10300631235921338,KDE,1,50
21353,0.14983867857083358,Bayesian,1,50
21354,0.0661184142613717,Bagging,1,10
21355,0.1805854937369502,MLE,1,10
21356,0.07065281020229613,SAA,1,10
21357,0.02210658412980978,KDE,1,10
21358,0.1161131204737024,Bayesian,1,10
21359,0.07985072944754029,Bagging,1,25
21360,-0.1163428216191427,MLE,1,25
21361,0.06527542139072527,SAA,1,25
21362,0.0010027766222732981,KDE,1,25
21363,0.0811934097040999,Bayesian,1,25
21364,0.11204535759836297,Bagging,1,50
21365,0.07178961662006898,MLE,1,50
21366,0.10977553400069476,SAA,1,50
21367,0.06194286462720129,KDE,1,50
21368,0.1186214650606995,Bayesian,1,50
21369,0.22134251394351395,Bagging,1,10
21370,0.02257441701425376,MLE,1,10
21371,0.19747382298327387,SAA,1,10
21372,0.14591275883803825,KDE,1,10
21373,0.1762599474019965,Bayesian,1,10
21374,0.1496152458390159,Bagging,1,25
21375,0.07492048495886593,MLE,1,25
21376,0.13593466313581476,SAA,1,25
21377,0.07593265628031773,KDE,1,25
21378,0.1732859481701358,Bayesian,1,25
21379,0.155330043790078,Bagging,1,50
21380,0.16630360040801861,MLE,1,50
21381,0.166408985392418,SAA,1,50
21382,0.127919288913166,KDE,1,50
21383,0.1782545674344073,Bayesian,1,50
21384,-0.05909200993341807,Bagging,1,10
21385,-0.01164190478410638,MLE,1,10
21386,-0.0872061315173821,SAA,1,10
21387,-0.14928040707315937,KDE,1,10
21388,-0.07095677383315899,Bayesian,1,10
21389,-0.022171432877101188,Bagging,1,25
21390,0.06000702929517734,MLE,1,25
21391,-0.027855679323888858,SAA,1,25
21392,-0.055348150530532894,KDE,1,25
21393,-0.017276591316498814,Bayesian,1,25
21394,0.25440179262944945,Bagging,1,50
21395,0.17572345365733294,MLE,1,50
21396,0.24628463373156897,SAA,1,50
21397,0.21464040363989983,KDE,1,50
21398,0.2396609531820738,Bayesian,1,50
21399,0.4645263865584631,Bagging,1,10
21400,0.4392862087310731,MLE,1,10
21401,0.4306633059888982,SAA,1,10
21402,0.34549830267106996,KDE,1,10
21403,0.43076996548446345,Bayesian,1,10
21404,0.02604717851838659,Bagging,1,25
21405,-0.059341668126294586,MLE,1,25
21406,0.012342265020114557,SAA,1,25
21407,-0.03847864228753125,KDE,1,25
21408,0.017865577124535632,Bayesian,1,25
21409,-0.00020360806171469459,Bagging,1,50
21410,-0.006010605944389765,MLE,1,50
21411,-0.0028112870350495965,SAA,1,50
21412,-0.036689661765469124,KDE,1,50
21413,0.014433565805348087,Bayesian,1,50
21414,0.18856502560858857,Bagging,1,10
21415,0.20066303414647926,MLE,1,10
21416,0.18966645384144404,SAA,1,10
21417,0.14260591159621977,KDE,1,10
21418,0.16400910972060742,Bayesian,1,10
21419,0.08285252258923247,Bagging,1,25
21420,0.15316087050689164,MLE,1,25
21421,0.05501455179649992,SAA,1,25
21422,-0.029867762154780948,KDE,1,25
21423,0.05532327412271745,Bayesian,1,25
21424,0.167444665954347,Bagging,1,50
21425,0.1725993035352926,MLE,1,50
21426,0.1644508174513212,SAA,1,50
21427,0.13168316295202656,KDE,1,50
21428,0.15349760767444362,Bayesian,1,50
21429,0.027160737833433708,Bagging,1,10
21430,-0.053902287438372117,MLE,1,10
21431,0.00931013132593067,SAA,1,10
21432,-0.07001740968091805,KDE,1,10
21433,0.05593893007410635,Bayesian,1,10
21434,0.24568449658366553,Bagging,1,25
21435,-0.004990987209944081,MLE,1,25
21436,0.24804593019676838,SAA,1,25
21437,0.19871093327111714,KDE,1,25
21438,0.23366952056716178,Bayesian,1,25
21439,0.20085851446684175,Bagging,1,50
21440,0.15005321478428657,MLE,1,50
21441,0.19465703245690244,SAA,1,50
21442,0.14601442407693843,KDE,1,50
21443,0.21717775097337425,Bayesian,1,50
21444,0.6289923552206548,Bagging,1,10
21445,0.7193852027894196,MLE,1,10
21446,0.6110924068460036,SAA,1,10
21447,0.5371848557365217,KDE,1,10
21448,0.5911430830799391,Bayesian,1,10
21449,-0.11220024793744987,Bagging,1,25
21450,-0.01716455966408606,MLE,1,25
21451,-0.11660339979255675,SAA,1,25
21452,-0.14957653192372242,KDE,1,25
21453,-0.11894685682721268,Bayesian,1,25
21454,0.063922143403636,Bagging,1,50
21455,-0.024746989210855223,MLE,1,50
21456,0.06655979133458567,SAA,1,50
21457,0.032769455829842205,KDE,1,50
21458,0.027564069127047106,Bayesian,1,50
21459,0.12881402189299007,Bagging,1,10
21460,0.10693107549682197,MLE,1,10
21461,0.12464182094996888,SAA,1,10
21462,0.08236944524682005,KDE,1,10
21463,0.10285751759846606,Bayesian,1,10
21464,0.3042935631236308,Bagging,1,25
21465,0.2889327766519425,MLE,1,25
21466,0.2940708784731652,SAA,1,25
21467,0.25059339951484355,KDE,1,25
21468,0.27774490260159945,Bayesian,1,25
21469,-0.00618025959785542,Bagging,1,50
21470,-0.035389719055215825,MLE,1,50
21471,-0.017124927598679927,SAA,1,50
21472,-0.05770349841820033,KDE,1,50
21473,-0.03751419637979734,Bayesian,1,50
21474,0.3684666450324768,Bagging,1,10
21475,0.35927708778278133,MLE,1,10
21476,0.35812664559158014,SAA,1,10
21477,0.30653481712438885,KDE,1,10
21478,0.34780631874169216,Bayesian,1,10
21479,0.14109208279486232,Bagging,1,25
21480,0.071207904507207,MLE,1,25
21481,0.14225800088296256,SAA,1,25
21482,0.09497961790319157,KDE,1,25
21483,0.15909755284719002,Bayesian,1,25
21484,0.09715661405381677,Bagging,1,50
21485,0.08327685489297687,MLE,1,50
21486,0.10318868215256513,SAA,1,50
21487,0.06612347334448633,KDE,1,50
21488,0.11994027917113649,Bayesian,1,50
21489,-0.004560522359966323,Bagging,1,10
21490,-0.09040294584456439,MLE,1,10
21491,-0.01688156495510477,SAA,1,10
21492,-0.07527546697404072,KDE,1,10
21493,0.011543886664811197,Bayesian,1,10
21494,0.41525868555090717,Bagging,1,25
21495,0.32405389543850094,MLE,1,25
21496,0.39620112740261704,SAA,1,25
21497,0.3391353032173574,KDE,1,25
21498,0.4038813775593068,Bayesian,1,25
21499,0.2179857611230154,Bagging,1,50
21500,0.1857988521117732,MLE,1,50
21501,0.21553967881965558,SAA,1,50
21502,0.16809528251910205,KDE,1,50
21503,0.22139441589995082,Bayesian,1,50
21504,-0.33201084950836196,Bagging,1,10
21505,-0.3280778007541258,MLE,1,10
21506,-0.339110845867469,SAA,1,10
21507,-0.4077391381477602,KDE,1,10
21508,-0.2835531475118409,Bayesian,1,10
21509,0.021579359080994464,Bagging,1,25
21510,-0.017447789205237065,MLE,1,25
21511,0.007620871282753896,SAA,1,25
21512,-0.04302505768252444,KDE,1,25
21513,0.03401275461871055,Bayesian,1,25
21514,0.23292674876228017,Bagging,1,50
21515,0.21741140862224553,MLE,1,50
21516,0.2279977407452304,SAA,1,50
21517,0.1781440502696581,KDE,1,50
21518,0.22669837177821,Bayesian,1,50
21519,0.017450262396455796,Bagging,1,10
21520,-0.0840607559811549,MLE,1,10
21521,0.010441648421195096,SAA,1,10
21522,-0.09964052155334971,KDE,1,10
21523,0.06764172057001844,Bayesian,1,10
21524,0.020409712058415172,Bagging,1,25
21525,0.042829120844134774,MLE,1,25
21526,0.01370387612083582,SAA,1,25
21527,-0.03471720430609027,KDE,1,25
21528,-0.02891890523985026,Bayesian,1,25
21529,0.15929166700146463,Bagging,1,50
21530,0.18849250651988494,MLE,1,50
21531,0.15689353602349945,SAA,1,50
21532,0.1121858988984707,KDE,1,50
21533,0.17023764981768327,Bayesian,1,50
21534,0.33219407582032495,Bagging,1,10
21535,0.16148658599043106,MLE,1,10
21536,0.31594019412921515,SAA,1,10
21537,0.25376733070109525,KDE,1,10
21538,0.31830785940116124,Bayesian,1,10
21539,0.12713552699307842,Bagging,1,25
21540,0.0614703564523547,MLE,1,25
21541,0.12356775158797235,SAA,1,25
21542,0.07324468120684122,KDE,1,25
21543,0.16914753744738714,Bayesian,1,25
21544,0.25292466730349805,Bagging,1,50
21545,0.23565344230456015,MLE,1,50
21546,0.2449811925676408,SAA,1,50
21547,0.21059068605611864,KDE,1,50
21548,0.24376176056619894,Bayesian,1,50
21549,0.07553690250694499,Bagging,1,10
21550,0.07567744246800258,MLE,1,10
21551,0.06483691500170186,SAA,1,10
21552,-0.034868548573989654,KDE,1,10
21553,0.1253503245150658,Bayesian,1,10
21554,0.31053961369753014,Bagging,1,25
21555,0.33587075277780293,MLE,1,25
21556,0.2966596816596888,SAA,1,25
21557,0.22858914068657873,KDE,1,25
21558,0.21448198662643897,Bayesian,1,25
21559,0.07097616247463366,Bagging,1,50
21560,0.060219982301241315,MLE,1,50
21561,0.06159653765780188,SAA,1,50
21562,0.02641526828422444,KDE,1,50
21563,0.06241773181264834,Bayesian,1,50
21564,0.16740115005177358,Bagging,1,10
21565,0.31238018709794596,MLE,1,10
21566,0.1742155767346466,SAA,1,10
21567,0.11550837956334827,KDE,1,10
21568,0.1987125128494087,Bayesian,1,10
21569,0.394990539600016,Bagging,1,25
21570,0.3867293653829377,MLE,1,25
21571,0.39014813529647974,SAA,1,25
21572,0.35478404230003713,KDE,1,25
21573,0.41941023109815784,Bayesian,1,25
21574,0.2399582498009405,Bagging,1,50
21575,0.20656372073229423,MLE,1,50
21576,0.22545544263196332,SAA,1,50
21577,0.18431437572039117,KDE,1,50
21578,0.2234819729860304,Bayesian,1,50
21579,0.20305446675463693,Bagging,1,10
21580,0.16103442429988044,MLE,1,10
21581,0.19395654315742317,SAA,1,10
21582,0.1033027024589807,KDE,1,10
21583,0.21184335924631006,Bayesian,1,10
21584,-0.031252341996034945,Bagging,1,25
21585,0.07675094785107553,MLE,1,25
21586,-0.05906113973461344,SAA,1,25
21587,-0.11128861543946691,KDE,1,25
21588,-0.039112000359519714,Bayesian,1,25
21589,0.26537343711128936,Bagging,1,50
21590,0.2509414782919967,MLE,1,50
21591,0.24705587561409545,SAA,1,50
21592,0.21740228795993544,KDE,1,50
21593,0.22388579880022721,Bayesian,1,50
21594,0.18916260832608398,Bagging,1,10
21595,0.18230122322262948,MLE,1,10
21596,0.1804903358767817,SAA,1,10
21597,0.15157828518975217,KDE,1,10
21598,0.17621671137346623,Bayesian,1,10
21599,0.3959971406088932,Bagging,1,25
21600,0.31546327471253577,MLE,1,25
21601,0.3886535600575666,SAA,1,25
21602,0.34137640253486784,KDE,1,25
21603,0.42538308368748723,Bayesian,1,25
21604,0.07727401510589839,Bagging,1,50
21605,0.08356786778382665,MLE,1,50
21606,0.07805554734903428,SAA,1,50
21607,0.028426480491980162,KDE,1,50
21608,0.09012859446030119,Bayesian,1,50
21609,0.47366819438863805,Bagging,1,10
21610,0.41766312041885884,MLE,1,10
21611,0.456747076027486,SAA,1,10
21612,0.39506192242589877,KDE,1,10
21613,0.4400897336519048,Bayesian,1,10
21614,0.09919650559675844,Bagging,1,25
21615,0.05305722671284678,MLE,1,25
21616,0.11046461666738638,SAA,1,25
21617,0.05129552475458177,KDE,1,25
21618,0.12304412687951716,Bayesian,1,25
21619,0.2527623209779565,Bagging,1,50
21620,0.2547464240413549,MLE,1,50
21621,0.2464854504178917,SAA,1,50
21622,0.22421641839805054,KDE,1,50
21623,0.21987734448726035,Bayesian,1,50
21624,0.14722700914519474,Bagging,1,10
21625,0.5013058994637966,MLE,1,10
21626,0.11905569015527825,SAA,1,10
21627,0.029673582374519395,KDE,1,10
21628,0.09007984480057893,Bayesian,1,10
21629,0.29140654349097356,Bagging,1,25
21630,0.2714446458668724,MLE,1,25
21631,0.284074721101254,SAA,1,25
21632,0.2384932038530233,KDE,1,25
21633,0.2937647416131154,Bayesian,1,25
21634,0.1604414489921473,Bagging,1,50
21635,0.13912678235860812,MLE,1,50
21636,0.15530852528607197,SAA,1,50
21637,0.12957966592438458,KDE,1,50
21638,0.15292475562621333,Bayesian,1,50
21639,0.3669506244682782,Bagging,1,10
21640,0.36414266652318056,MLE,1,10
21641,0.3559917116555869,SAA,1,10
21642,0.2602969357005587,KDE,1,10
21643,0.3838927570220599,Bayesian,1,10
21644,0.15666332146100825,Bagging,1,25
21645,0.11888778406973984,MLE,1,25
21646,0.14557719068531058,SAA,1,25
21647,0.08427649055337964,KDE,1,25
21648,0.151829532002029,Bayesian,1,25
21649,0.08521543344059732,Bagging,1,50
21650,0.09228643550578847,MLE,1,50
21651,0.09121225317551429,SAA,1,50
21652,0.03483700185339568,KDE,1,50
21653,0.08910836308415802,Bayesian,1,50
21654,0.2059887191168419,Bagging,1,10
21655,0.24210189601713564,MLE,1,10
21656,0.16857659531217098,SAA,1,10
21657,0.030329389834103382,KDE,1,10
21658,0.23501398572268792,Bayesian,1,10
21659,0.09783557907646491,Bagging,1,25
21660,-0.028105010094820124,MLE,1,25
21661,0.08132945183625631,SAA,1,25
21662,0.012567837778451128,KDE,1,25
21663,0.07619536559618732,Bayesian,1,25
21664,0.19344409809988197,Bagging,1,50
21665,0.19983822063562454,MLE,1,50
21666,0.19187155111273949,SAA,1,50
21667,0.15956884478824113,KDE,1,50
21668,0.1910457832382311,Bayesian,1,50
21669,0.013193623209776408,Bagging,1,10
21670,-0.013539862646455984,MLE,1,10
21671,0.009275563161029883,SAA,1,10
21672,-0.10149867758537626,KDE,1,10
21673,0.14165305210976095,Bayesian,1,10
21674,0.08010524507039456,Bagging,1,25
21675,-0.01163532457323281,MLE,1,25
21676,0.05996471256732006,SAA,1,25
21677,0.00714459642085832,KDE,1,25
21678,0.015470730164948111,Bayesian,1,25
21679,0.16023929270698845,Bagging,1,50
21680,0.21552590205608932,MLE,1,50
21681,0.15943394265001437,SAA,1,50
21682,0.1166163254890545,KDE,1,50
21683,0.15716723217909281,Bayesian,1,50
21684,0.2538142941256267,Bagging,1,10
21685,0.03572161109363936,MLE,1,10
21686,0.24786869324669022,SAA,1,10
21687,0.14761542183714724,KDE,1,10
21688,0.2582941805960299,Bayesian,1,10
21689,0.276802977995687,Bagging,1,25
21690,0.23693398212899158,MLE,1,25
21691,0.2557987484424081,SAA,1,25
21692,0.21279809147066955,KDE,1,25
21693,0.2534558975736023,Bayesian,1,25
21694,0.022584948281686366,Bagging,1,50
21695,-0.04038826067625061,MLE,1,50
21696,0.027337737736642557,SAA,1,50
21697,-0.028055749660124748,KDE,1,50
21698,0.043503584308944604,Bayesian,1,50
21699,-0.10681549604522435,Bagging,1,10
21700,-0.27189955894141893,MLE,1,10
21701,-0.1345296156598444,SAA,1,10
21702,-0.2704654769859867,KDE,1,10
21703,-0.04526148529890042,Bayesian,1,10
21704,0.27660291443766943,Bagging,1,25
21705,0.257208715272491,MLE,1,25
21706,0.27281168071268275,SAA,1,25
21707,0.24760792106307952,KDE,1,25
21708,0.30921552300159183,Bayesian,1,25
21709,0.1147643699818896,Bagging,1,50
21710,0.11491538747925094,MLE,1,50
21711,0.10273936929006737,SAA,1,50
21712,0.056478833279310636,KDE,1,50
21713,0.11344234054813078,Bayesian,1,50
21714,0.3844814049149025,Bagging,1,10
21715,0.360760618637311,MLE,1,10
21716,0.3737089078662861,SAA,1,10
21717,0.25361054734768756,KDE,1,10
21718,0.39855861494529105,Bayesian,1,10
21719,0.3578030986190485,Bagging,1,25
21720,0.35060837844888865,MLE,1,25
21721,0.35467479936154667,SAA,1,25
21722,0.3108928762361887,KDE,1,25
21723,0.3533167018941199,Bayesian,1,25
21724,0.21818240564297922,Bagging,1,50
21725,0.20112414682344212,MLE,1,50
21726,0.2084237775122434,SAA,1,50
21727,0.16469060398812654,KDE,1,50
21728,0.21004900847168884,Bayesian,1,50
21729,0.047125923500829836,Bagging,1,10
21730,0.0122073445159965,MLE,1,10
21731,0.026093713838420657,SAA,1,10
21732,-0.08457771125258132,KDE,1,10
21733,0.0618650088142534,Bayesian,1,10
21734,0.18412073717491417,Bagging,1,25
21735,0.1281590056541901,MLE,1,25
21736,0.18251681968773323,SAA,1,25
21737,0.13109224895279334,KDE,1,25
21738,0.16408094601694606,Bayesian,1,25
21739,0.15995363376583885,Bagging,1,50
21740,0.1295743522214404,MLE,1,50
21741,0.14577816285066067,SAA,1,50
21742,0.10057488125245398,KDE,1,50
21743,0.13202205932753966,Bayesian,1,50
21744,0.17604128926985602,Bagging,1,10
21745,0.3572086024808843,MLE,1,10
21746,0.15520738225122999,SAA,1,10
21747,0.0352694392106903,KDE,1,10
21748,0.2314387175991485,Bayesian,1,10
21749,0.14275277463027744,Bagging,1,25
21750,0.14663854630661052,MLE,1,25
21751,0.12426644763527023,SAA,1,25
21752,0.058438372589822984,KDE,1,25
21753,0.14088211973662312,Bayesian,1,25
21754,0.12518100308349786,Bagging,1,50
21755,0.06985749080150444,MLE,1,50
21756,0.11005953924355709,SAA,1,50
21757,0.060033964637079974,KDE,1,50
21758,0.1163568341473014,Bayesian,1,50
21759,-0.0038524239226176223,Bagging,1,10
21760,-0.0061975632366134065,MLE,1,10
21761,-0.01668719985622759,SAA,1,10
21762,-0.058834464467488336,KDE,1,10
21763,0.0012287976738061062,Bayesian,1,10
21764,0.23924000567126805,Bagging,1,25
21765,0.02010835309653926,MLE,1,25
21766,0.23667172328649824,SAA,1,25
21767,0.19771482152697836,KDE,1,25
21768,0.24552986489633488,Bayesian,1,25
21769,0.08981581637162844,Bagging,1,50
21770,0.11070566583948048,MLE,1,50
21771,0.09109974975277545,SAA,1,50
21772,0.043807291130131,KDE,1,50
21773,0.07624555799168543,Bayesian,1,50
21774,0.233058378486117,Bagging,1,10
21775,0.22845112287893715,MLE,1,10
21776,0.21979997906829174,SAA,1,10
21777,0.11859674537301741,KDE,1,10
21778,0.2414290760003874,Bayesian,1,10
21779,0.11337638846863078,Bagging,1,25
21780,0.060659362542204144,MLE,1,25
21781,0.10817058387748786,SAA,1,25
21782,0.04040890756865076,KDE,1,25
21783,0.10510837534044941,Bayesian,1,25
21784,-0.03315530188318202,Bagging,1,50
21785,-0.01999938765741641,MLE,1,50
21786,-0.01817825171782864,SAA,1,50
21787,-0.0646195741363809,KDE,1,50
21788,0.027518153348782166,Bayesian,1,50
21789,0.2179831316856985,Bagging,1,10
21790,0.24546671320242952,MLE,1,10
21791,0.20043168689043867,SAA,1,10
21792,0.10347362134172135,KDE,1,10
21793,0.23633593374991316,Bayesian,1,10
21794,0.051536060695450185,Bagging,1,25
21795,0.04714048745341929,MLE,1,25
21796,0.04498960487777594,SAA,1,25
21797,0.003453192508110172,KDE,1,25
21798,0.05794450765066881,Bayesian,1,25
21799,0.13159593972290592,Bagging,1,50
21800,0.11679505201932036,MLE,1,50
21801,0.12329687155163407,SAA,1,50
21802,0.08003036861130819,KDE,1,50
21803,0.13158737496832057,Bayesian,1,50
21804,0.05767893677994826,Bagging,1,10
21805,0.2588075715991097,MLE,1,10
21806,0.06033127060274386,SAA,1,10
21807,0.019323534999434178,KDE,1,10
21808,0.0019497909376890192,Bayesian,1,10
21809,-0.017828798043542052,Bagging,1,25
21810,0.009411723659849377,MLE,1,25
21811,-0.009332952397746924,SAA,1,25
21812,-0.055208195207725595,KDE,1,25
21813,0.026894983190351215,Bayesian,1,25
21814,0.10113540728923208,Bagging,1,50
21815,0.11124078745127673,MLE,1,50
21816,0.1080694700129842,SAA,1,50
21817,0.07016255088176858,KDE,1,50
21818,0.10725958580905438,Bayesian,1,50
21819,0.2459106197459906,Bagging,1,10
21820,0.3029593994186899,MLE,1,10
21821,0.2279813725935838,SAA,1,10
21822,0.15117443225694918,KDE,1,10
21823,0.24703456961598877,Bayesian,1,10
21824,0.16602776399663668,Bagging,1,25
21825,0.23536908040878632,MLE,1,25
21826,0.16325170598819064,SAA,1,25
21827,0.11818832085075794,KDE,1,25
21828,0.17246753701344644,Bayesian,1,25
21829,0.1473968285313143,Bagging,1,50
21830,0.09933204330130872,MLE,1,50
21831,0.1438749653381575,SAA,1,50
21832,0.09603471830249259,KDE,1,50
21833,0.13437884336837988,Bayesian,1,50
21834,0.3521877296831654,Bagging,1,10
21835,0.4055468496851887,MLE,1,10
21836,0.3122664097585646,SAA,1,10
21837,0.15663377626792552,KDE,1,10
21838,0.31036840359268664,Bayesian,1,10
21839,0.10756247093038705,Bagging,1,25
21840,0.0871391661149929,MLE,1,25
21841,0.09564447147969449,SAA,1,25
21842,0.04463661826492872,KDE,1,25
21843,0.12567878501813712,Bayesian,1,25
21844,0.28236834481708195,Bagging,1,50
21845,0.26199724542068425,MLE,1,50
21846,0.2763327212456084,SAA,1,50
21847,0.23665272142366042,KDE,1,50
21848,0.27680817903718496,Bayesian,1,50
21849,0.1350368265323567,Bagging,1,10
21850,-0.3157268044205267,MLE,1,10
21851,0.13145041806922605,SAA,1,10
21852,0.06609168722345071,KDE,1,10
21853,0.1698165613186192,Bayesian,1,10
21854,0.17623232717243728,Bagging,1,25
21855,0.2344479284995474,MLE,1,25
21856,0.18251163017808134,SAA,1,25
21857,0.12672351687863997,KDE,1,25
21858,0.15692718340957798,Bayesian,1,25
21859,0.13091094221048635,Bagging,1,50
21860,0.08731767420742513,MLE,1,50
21861,0.1231160730248877,SAA,1,50
21862,0.0793171725430707,KDE,1,50
21863,0.15070057502541861,Bayesian,1,50
21864,0.1682349187293518,Bagging,1,10
21865,0.06872024960089593,MLE,1,10
21866,0.13301950454973008,SAA,1,10
21867,0.04337160612763563,KDE,1,10
21868,0.18613163164079827,Bayesian,1,10
21869,0.15328534728947318,Bagging,1,25
21870,0.10648564831972558,MLE,1,25
21871,0.14939981883423825,SAA,1,25
21872,0.1142452268820427,KDE,1,25
21873,0.15934524636244088,Bayesian,1,25
21874,0.1280792322008365,Bagging,1,50
21875,0.04484069483835677,MLE,1,50
21876,0.11281541457248563,SAA,1,50
21877,0.08558120021762729,KDE,1,50
21878,0.12123747513303282,Bayesian,1,50
21879,-0.13466600602413556,Bagging,1,10
21880,-0.08174036094194889,MLE,1,10
21881,-0.14927782832319753,SAA,1,10
21882,-0.2338892869415232,KDE,1,10
21883,-0.10368488624442819,Bayesian,1,10
21884,0.19887262287240365,Bagging,1,25
21885,0.18395802802505595,MLE,1,25
21886,0.17734626247071344,SAA,1,25
21887,0.1265886815875785,KDE,1,25
21888,0.13805135499945004,Bayesian,1,25
21889,0.23208409794043583,Bagging,1,50
21890,0.29157017725813045,MLE,1,50
21891,0.22922601396688583,SAA,1,50
21892,0.171046698754377,KDE,1,50
21893,0.24938749969029247,Bayesian,1,50
21894,0.5025472464348788,Bagging,1,10
21895,0.5446611642478962,MLE,1,10
21896,0.4977516690402607,SAA,1,10
21897,0.43428085962442237,KDE,1,10
21898,0.45763173958785847,Bayesian,1,10
21899,0.0467648023929793,Bagging,1,25
21900,0.060121678518138676,MLE,1,25
21901,0.024982123730990853,SAA,1,25
21902,-0.03876253657442676,KDE,1,25
21903,0.04132595386919153,Bayesian,1,25
21904,0.33054512891492727,Bagging,1,50
21905,0.39108558639609775,MLE,1,50
21906,0.32410326731932904,SAA,1,50
21907,0.286038496151542,KDE,1,50
21908,0.3328258733755831,Bayesian,1,50
