,w_star,method,gamma,N
4227,"[2.27434181e-02 0.00000000e+00 0.00000000e+00 9.77256582e-01
 1.17961196e-16]",Bayesian,5.0,50
4228,"[3.74291778e-01 0.00000000e+00 0.00000000e+00 6.25708222e-01
 1.64798730e-16]",Bayesian,5.0,100
4229,"[2.30308545e-01 0.00000000e+00 0.00000000e+00 7.69691455e-01
 2.35922393e-16]",Bayesian,5.0,200
4230,"[0.00000000e+00 0.00000000e+00 1.14366849e-11 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,50
4231,[0.         0.         0.25508623 0.74491377 0.        ],Bayesian,0.1,100
4232,"[2.69345813e-11 2.92677854e-11 1.45699977e-01 8.54300023e-01
 3.52697295e-11]",Bayesian,0.1,200
4233,[0.        0.        0.0927571 0.9072429 0.       ],Bayesian,1.0,50
4234,"[1.94289029e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4235,"[0.00000000e+00 0.00000000e+00 7.49400542e-16 1.00000000e+00
 4.44089210e-16]",Bayesian,1.0,200
4236,[0. 0. 0. 1. 0.],Bayesian,5.0,50
4237,[0.0000000e+00 0.0000000e+00 1.0495077e-16 1.0000000e+00 0.0000000e+00],Bayesian,5.0,100
4238,"[8.19609878e-02 1.80411242e-16 0.00000000e+00 9.18039012e-01
 1.11022302e-16]",Bayesian,5.0,200
4239,[0.        0.        0.0147535 0.9852465 0.       ],Bayesian,0.1,50
4240,"[6.66425007e-12 6.77285444e-12 5.12610854e-02 9.48738915e-01
 9.35836105e-12]",Bayesian,0.1,100
4241,"[1.97505536e-11 1.99989484e-11 1.26584495e-01 8.73415505e-01
 2.53933066e-11]",Bayesian,0.1,200
4242,[0.         0.         0.06158655 0.93841345 0.        ],Bayesian,1.0,50
4243,"[4.44089210e-16 0.00000000e+00 8.60422844e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4244,"[0.00000000e+00 0.00000000e+00 2.77555756e-17 1.00000000e+00
 3.41393580e-15]",Bayesian,1.0,200
4245,"[8.40871446e-01 3.46944695e-16 1.73472348e-16 1.59128554e-01
 0.00000000e+00]",Bayesian,5.0,50
4246,"[1.30460510e-01 4.51028104e-17 1.38777878e-17 8.69539490e-01
 0.00000000e+00]",Bayesian,5.0,100
4247,"[1.67654284e-01 1.21430643e-16 1.04083409e-17 8.32345716e-01
 0.00000000e+00]",Bayesian,5.0,200
4248,"[6.64217243e-13 1.33929657e-12 3.07235630e-01 6.92764370e-01
 2.21601710e-12]",Bayesian,0.1,50
4249,"[0.00000000e+00 0.00000000e+00 4.37627712e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100
4250,"[4.54946068e-13 1.22301003e-12 2.45841473e-01 7.54158527e-01
 2.27232502e-12]",Bayesian,0.1,200
4251,"[1.36002321e-15 0.00000000e+00 8.04911693e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50
4252,"[4.04115342e-14 3.96099761e-14 8.87475704e-03 9.91125243e-01
 6.95740916e-14]",Bayesian,1.0,100
4253,"[0.00000000e+00 4.71844785e-16 4.63518113e-15 1.00000000e+00
 6.43929354e-15]",Bayesian,1.0,200
4254,"[7.82707232e-15 1.42386103e-14 0.00000000e+00 1.00000000e+00
 8.27116153e-15]",Bayesian,5.0,50
4255,"[2.35922393e-16 0.00000000e+00 3.81639165e-17 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100
4256,"[0.00000000e+00 0.00000000e+00 1.11022302e-16 1.00000000e+00
 2.04697370e-16]",Bayesian,5.0,200
4257,"[1.60296776e-12 4.99539299e-12 0.00000000e+00 1.00000000e+00
 9.32792732e-12]",Bayesian,0.1,50
4258,"[7.33108019e-13 2.92715852e-12 0.00000000e+00 1.00000000e+00
 5.37495048e-12]",Bayesian,0.1,100
4259,"[3.97452223e-12 3.24963721e-12 1.68258666e-01 8.31741334e-01
 5.05343640e-12]",Bayesian,0.1,200
4260,"[0.00000000e+00 1.05471187e-15 0.00000000e+00 1.00000000e+00
 4.02455846e-15]",Bayesian,1.0,50
4261,"[1.36002321e-15 0.00000000e+00 3.60822483e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4262,"[0.00000000e+00 1.44328993e-15 1.33226763e-15 1.00000000e+00
 7.60502772e-15]",Bayesian,1.0,200
4263,"[7.57003270e-01 0.00000000e+00 3.12250226e-17 2.42996730e-01
 0.00000000e+00]",Bayesian,5.0,50
4264,"[1.56982541e-01 4.42354486e-16 0.00000000e+00 8.43017459e-01
 4.16333634e-17]",Bayesian,5.0,100
4265,"[5.55111512e-17 2.77555756e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,200
4266,[0.         0.         0.76945891 0.23054109 0.        ],Bayesian,0.1,50
4267,"[2.43832583e-11 2.60179486e-11 1.18840140e-01 8.81159860e-01
 3.30907192e-11]",Bayesian,0.1,100
4268,"[0.00000000e+00 0.00000000e+00 1.19001198e-11 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,200
4269,[0.         0.         0.11322912 0.88677088 0.        ],Bayesian,1.0,50
4270,"[1.55431223e-15 1.13797860e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4271,[0.         0.         0.06733903 0.93266097 0.        ],Bayesian,1.0,200
4272,"[0.00000000e+00 0.00000000e+00 1.38777878e-17 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,50
4273,"[7.15368848e-02 6.24500451e-17 4.16333634e-17 9.28463115e-01
 7.63278329e-17]",Bayesian,5.0,100
4274,"[3.46944695e-17 1.92554306e-16 0.00000000e+00 1.00000000e+00
 4.45823933e-16]",Bayesian,5.0,200
4275,"[7.76141711e-11 8.57766450e-11 6.76639020e-02 9.32336098e-01
 1.04637204e-10]",Bayesian,0.1,50
4276,[0.         0.         0.14532671 0.85467329 0.        ],Bayesian,0.1,100
4277,"[9.61419953e-13 2.79011748e-12 2.08538253e-01 7.91461747e-01
 5.21351430e-12]",Bayesian,0.1,200
4278,"[0.00000000e+00 0.00000000e+00 1.94289029e-16 1.00000000e+00
 1.60982339e-15]",Bayesian,1.0,50
4279,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.88657986e-15]",Bayesian,1.0,100
4280,"[8.32667268e-17 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.55351296e-15]",Bayesian,1.0,200
4281,"[1.65606029e-01 0.00000000e+00 1.21430643e-16 8.34393971e-01
 0.00000000e+00]",Bayesian,5.0,50
4282,"[6.13742740e-02 0.00000000e+00 1.21430643e-16 9.38625726e-01
 0.00000000e+00]",Bayesian,5.0,100
4283,"[4.49618873e-02 0.00000000e+00 2.77555756e-17 9.55038113e-01
 0.00000000e+00]",Bayesian,5.0,200
4284,"[8.51311243e-13 5.35417798e-12 3.51496198e-01 6.48503802e-01
 9.12932622e-12]",Bayesian,0.1,50
4285,"[0.00000000e+00 0.00000000e+00 2.66328626e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100
4286,[0.         0.         0.10826681 0.89173319 0.        ],Bayesian,0.1,200
4287,"[2.49800181e-16 1.66533454e-16 1.49880108e-15 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50
4288,"[1.72084569e-15 3.05311332e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4289,[1.0269563e-15 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00],Bayesian,1.0,200
4290,"[2.32452946e-16 3.25260652e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,50
4291,[0.4223602 0.        0.        0.5776398 0.       ],Bayesian,5.0,100
4292,"[3.50423599e-01 2.61943245e-16 1.19695920e-16 6.49576401e-01
 0.00000000e+00]",Bayesian,5.0,200
4293,[0.         0.         0.02091878 0.97908122 0.        ],Bayesian,0.1,50
4294,"[2.46913601e-13 6.27525809e-13 0.00000000e+00 1.00000000e+00
 1.52988733e-12]",Bayesian,0.1,100
4295,"[4.68669360e-11 5.07710776e-11 1.27545440e-01 8.72454560e-01
 6.42822060e-11]",Bayesian,0.1,200
4296,"[2.49800181e-16 0.00000000e+00 1.66533454e-16 1.00000000e+00
 1.72084569e-15]",Bayesian,1.0,50
4297,"[0.00000000e+00 1.60982339e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4298,"[5.55111512e-17 0.00000000e+00 2.05391260e-15 1.00000000e+00
 3.19189120e-15]",Bayesian,1.0,200
4299,"[1.21254535e-16 8.66081854e-17 3.11877055e-02 9.68812294e-01
 6.92053178e-17]",Bayesian,5.0,50
4300,"[6.98017385e-02 3.81639165e-17 5.20417043e-17 9.30198261e-01
 0.00000000e+00]",Bayesian,5.0,100
4301,"[3.01408096e-01 4.33680869e-18 3.44608927e-02 6.64131011e-01
 1.21430643e-17]",Bayesian,5.0,200
4302,"[0.00000000e+00 0.00000000e+00 2.78133072e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,50
4303,[0.         0.         0.26404047 0.73595953 0.        ],Bayesian,0.1,100
4304,"[9.23022073e-12 1.80087345e-11 2.68664177e-01 7.31335823e-01
 2.65296771e-11]",Bayesian,0.1,200
4305,"[1.94289029e-16 1.66533454e-16 0.00000000e+00 1.00000000e+00
 6.35602682e-15]",Bayesian,1.0,50
4306,"[0.00000000e+00 0.00000000e+00 3.58046925e-15 1.00000000e+00
 5.60662627e-15]",Bayesian,1.0,100
4307,"[0.00000000e+00 2.49800181e-16 0.00000000e+00 1.00000000e+00
 6.43929354e-15]",Bayesian,1.0,200
4308,"[4.33494657e-02 0.00000000e+00 2.49800181e-16 9.56650534e-01
 2.08166817e-17]",Bayesian,5.0,50
4309,"[4.73895228e-01 0.00000000e+00 1.87350135e-16 5.26104772e-01
 0.00000000e+00]",Bayesian,5.0,100
4310,"[2.94463435e-01 0.00000000e+00 0.00000000e+00 7.05536565e-01
 1.85615412e-16]",Bayesian,5.0,200
4311,"[0.00000000e+00 1.14053663e-12 5.04479818e-01 4.95520182e-01
 1.68351561e-12]",Bayesian,0.1,50
4312,[0.         0.         0.57656562 0.42343438 0.        ],Bayesian,0.1,100
4313,[0.         0.         0.05554404 0.94445596 0.        ],Bayesian,0.1,200
4314,"[0.00000000e+00 1.11022302e-16 2.77555756e-16 1.00000000e+00
 1.60982339e-15]",Bayesian,1.0,50
4315,"[8.60422844e-16 2.77555756e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4316,"[0.00000000e+00 0.00000000e+00 1.63757896e-15 1.00000000e+00
 3.88578059e-15]",Bayesian,1.0,200
4317,"[2.82630045e-01 1.16573418e-15 0.00000000e+00 7.17369955e-01
 2.76861867e-15]",Bayesian,5.0,50
4318,"[2.32912954e-01 0.00000000e+00 0.00000000e+00 7.67087046e-01
 8.67361738e-18]",Bayesian,5.0,100
4319,"[1.14491749e-16 3.90312782e-17 9.28077060e-17 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,200
4320,"[7.22443727e-13 3.07083556e-12 3.94201034e-01 6.05798966e-01
 5.45914812e-12]",Bayesian,0.1,50
4321,[0.         0.         0.04051066 0.95948934 0.        ],Bayesian,0.1,100
4322,"[1.26083493e-11 1.25788564e-11 1.60211471e-01 8.39788529e-01
 1.64746637e-11]",Bayesian,0.1,200
4323,"[8.32667268e-17 0.00000000e+00 4.71844785e-16 1.00000000e+00
 1.44328993e-15]",Bayesian,1.0,50
4324,"[7.08976374e-16 0.00000000e+00 1.28744816e-01 8.71255184e-01
 2.51563987e-16]",Bayesian,1.0,100
4325,"[0.00000000e+00 0.00000000e+00 6.93889390e-16 1.00000000e+00
 2.49800181e-15]",Bayesian,1.0,200
4326,"[1.53671278e-16 0.00000000e+00 1.66217523e-01 8.33782477e-01
 0.00000000e+00]",Bayesian,5.0,50
4327,"[2.77196470e-01 0.00000000e+00 3.73293741e-02 6.85474156e-01
 1.92120625e-16]",Bayesian,5.0,100
4328,"[3.73325343e-01 0.00000000e+00 7.28583860e-17 6.26674657e-01
 0.00000000e+00]",Bayesian,5.0,200
4329,"[0.00000000e+00 0.00000000e+00 7.00117742e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,50
4330,"[1.99229522e-13 5.63049607e-13 0.00000000e+00 1.00000000e+00
 1.18474675e-12]",Bayesian,0.1,100
4331,[0.         0.         0.10416222 0.89583778 0.        ],Bayesian,0.1,200
4332,"[0.00000000e+00 1.77635684e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50
4333,"[8.60422844e-16 0.00000000e+00 3.60822483e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4334,"[7.49400542e-16 7.77156117e-16 3.88578059e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200
4335,"[7.12410203e-01 2.84494650e-16 0.00000000e+00 2.87589797e-01
 0.00000000e+00]",Bayesian,5.0,50
4336,[0.73613864 0.         0.02414622 0.23971513 0.        ],Bayesian,5.0,100
4337,"[1.51285494e-01 2.49800181e-16 0.00000000e+00 8.48714506e-01
 0.00000000e+00]",Bayesian,5.0,200
4338,[0.         0.         0.45294578 0.54705422 0.        ],Bayesian,0.1,50
4339,[0.         0.         0.12239176 0.87760824 0.        ],Bayesian,0.1,100
4340,"[1.10029874e-12 2.75918912e-12 2.47328484e-01 7.52671516e-01
 4.79872644e-12]",Bayesian,0.1,200
4341,"[0.00000000e+00 7.77156117e-16 0.00000000e+00 1.00000000e+00
 1.85962357e-15]",Bayesian,1.0,50
4342,"[2.05391260e-15 2.77555756e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4343,"[0.00000000e+00 1.11022302e-16 0.00000000e+00 1.00000000e+00
 5.66213743e-15]",Bayesian,1.0,200
4344,"[2.24623105e-01 1.17961196e-16 0.00000000e+00 7.75376895e-01
 1.23165367e-16]",Bayesian,5.0,50
4345,"[3.78296920e-01 1.56992475e-16 1.08420217e-16 6.21703080e-01
 0.00000000e+00]",Bayesian,5.0,100
4346,"[1.84902850e-01 0.00000000e+00 2.88163415e-02 7.86280808e-01
 3.61256164e-16]",Bayesian,5.0,200
4347,[0.        0.        0.4915123 0.5084877 0.       ],Bayesian,0.1,50
4348,"[4.21659540e-14 1.10542323e-13 4.57733303e-01 5.42266697e-01
 3.95164604e-13]",Bayesian,0.1,100
4349,"[0.00000000e+00 0.00000000e+00 6.19398977e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,200
4350,"[2.49800181e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50
4351,"[1.07815614e-14 5.91460906e-15 1.87596221e-01 8.12403779e-01
 1.73291616e-14]",Bayesian,1.0,100
4352,"[0.00000000e+00 0.00000000e+00 1.02695630e-15 1.00000000e+00
 7.41073869e-15]",Bayesian,1.0,200
4353,[0.49944104 0.         0.         0.50055896 0.        ],Bayesian,5.0,50
4354,[0.66978965 0.         0.17582617 0.15438418 0.        ],Bayesian,5.0,100
4355,"[2.48395147e-01 1.56125113e-17 0.00000000e+00 7.51604853e-01
 2.08166817e-17]",Bayesian,5.0,200
4356,"[1.38131257e-14 8.00184806e-13 4.22772930e-01 5.77227070e-01
 1.70280318e-12]",Bayesian,0.1,50
4357,"[4.64709151e-11 5.13042131e-11 5.77273693e-02 9.42272631e-01
 6.55207024e-11]",Bayesian,0.1,100
4358,[0.         0.         0.56246076 0.43753924 0.        ],Bayesian,0.1,200
4359,"[0.00000000e+00 7.21644966e-16 0.00000000e+00 1.00000000e+00
 9.15933995e-16]",Bayesian,1.0,50
4360,"[5.55111512e-17 4.44089210e-16 0.00000000e+00 1.00000000e+00
 2.08166817e-15]",Bayesian,1.0,100
4361,"[3.21405196e-14 2.28010985e-14 4.07634356e-02 9.59236564e-01
 4.93653599e-14]",Bayesian,1.0,200
4362,"[2.22044605e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,50
4363,"[1.58866402e-01 0.00000000e+00 0.00000000e+00 8.41133598e-01
 9.02056208e-17]",Bayesian,5.0,100
4364,"[3.55759188e-03 0.00000000e+00 1.45716772e-16 9.96442408e-01
 3.46944695e-17]",Bayesian,5.0,200
4365,"[4.45972174e-11 5.15277458e-11 1.45692415e-01 8.54307585e-01
 6.47767199e-11]",Bayesian,0.1,50
4366,"[4.67352418e-12 4.79012047e-12 2.65539643e-02 9.73446036e-01
 6.48232394e-12]",Bayesian,0.1,100
4367,"[2.67006925e-11 2.92476234e-11 1.53549325e-01 8.46450675e-01
 3.72433758e-11]",Bayesian,0.1,200
4368,"[9.43689571e-16 9.43689571e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50
4369,"[0.00000000e+00 4.99600361e-16 2.44249065e-15 1.00000000e+00
 2.02615702e-15]",Bayesian,1.0,100
4370,"[1.36002321e-15 3.05311332e-16 7.77156117e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200
4371,"[3.70723747e-01 2.45029691e-17 6.13658430e-17 6.29276253e-01
 0.00000000e+00]",Bayesian,5.0,50
4372,"[2.56739074e-16 0.00000000e+00 1.92554306e-16 1.00000000e+00
 6.64399091e-16]",Bayesian,5.0,100
4373,[0.01125975 0.         0.         0.98874025 0.        ],Bayesian,5.0,200
4374,"[1.27758915e-13 8.03856981e-13 0.00000000e+00 1.00000000e+00
 1.34739442e-12]",Bayesian,0.1,50
4375,"[0.00000000e+00 0.00000000e+00 1.33101585e-11 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100
4376,"[0.00000000e+00 3.84719047e-12 4.13758835e-01 5.86241165e-01
 7.63891302e-12]",Bayesian,0.1,200
4377,"[5.55111512e-17 0.00000000e+00 2.94209102e-15 1.00000000e+00
 3.41393580e-15]",Bayesian,1.0,50
4378,[0.         0.         0.00930737 0.99069263 0.        ],Bayesian,1.0,100
4379,"[0.00000000e+00 0.00000000e+00 2.77555756e-17 1.00000000e+00
 9.43689571e-16]",Bayesian,1.0,200
4380,"[1.64989614e-01 0.00000000e+00 0.00000000e+00 8.35010386e-01
 2.84494650e-16]",Bayesian,5.0,50
4381,"[1.80411242e-16 3.46944695e-16 0.00000000e+00 1.00000000e+00
 2.15105711e-16]",Bayesian,5.0,100
4382,[0.64059354 0.         0.         0.35940646 0.        ],Bayesian,5.0,200
4383,"[1.05720988e-12 3.83731935e-12 0.00000000e+00 1.00000000e+00
 7.74172393e-12]",Bayesian,0.1,50
4384,[0.         0.         0.07576483 0.92423517 0.        ],Bayesian,0.1,100
4385,"[0.00000000e+00 0.00000000e+00 1.92529326e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,200
4386,"[1.13797860e-15 4.44089210e-16 0.00000000e+00 1.00000000e+00
 5.99520433e-15]",Bayesian,1.0,50
4387,"[3.33066907e-16 2.99760217e-15 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4388,"[1.66533454e-16 0.00000000e+00 9.99200722e-16 1.00000000e+00
 2.33146835e-15]",Bayesian,1.0,200
4389,"[2.37052388e-01 4.85722573e-17 1.57859836e-16 7.62947612e-01
 0.00000000e+00]",Bayesian,5.0,50
4390,"[5.66365566e-01 3.55618313e-16 0.00000000e+00 4.33634434e-01
 0.00000000e+00]",Bayesian,5.0,100
4391,"[4.95221359e-02 0.00000000e+00 0.00000000e+00 9.50477864e-01
 6.45317133e-16]",Bayesian,5.0,200
4392,"[1.63437953e-13 1.66736404e-12 5.30302060e-01 4.69697940e-01
 3.52257893e-12]",Bayesian,0.1,50
4393,"[4.36255738e-12 6.17622723e-12 2.15408588e-01 7.84591412e-01
 8.74273564e-12]",Bayesian,0.1,100
4394,"[4.32271206e-12 5.20164009e-12 1.18593243e-01 8.81406757e-01
 6.17675456e-12]",Bayesian,0.1,200
4395,"[0.00000000e+00 1.66533454e-16 0.00000000e+00 1.00000000e+00
 5.91193761e-15]",Bayesian,1.0,50
4396,[0.       0.       0.020639 0.979361 0.      ],Bayesian,1.0,100
4397,"[0.00000000e+00 1.11022302e-15 5.55111512e-16 1.00000000e+00
 1.41553436e-15]",Bayesian,1.0,200
4398,"[2.18989933e-01 0.00000000e+00 2.13013956e-01 5.67996110e-01
 2.38524478e-16]",Bayesian,5.0,50
4399,[0.17208139 0.         0.04354431 0.7843743  0.        ],Bayesian,5.0,100
4400,"[0.00000000e+00 1.28369537e-16 0.00000000e+00 1.00000000e+00
 9.02056208e-17]",Bayesian,5.0,200
4401,"[8.99904802e-13 2.22451698e-12 2.77473694e-01 7.22526306e-01
 4.03997453e-12]",Bayesian,0.1,50
4402,"[6.10445924e-12 1.27245984e-11 3.01408130e-01 6.98591870e-01
 1.78180381e-11]",Bayesian,0.1,100
4403,"[2.92381843e-11 3.12547054e-11 1.98686741e-01 8.01313259e-01
 3.82710761e-11]",Bayesian,0.1,200
4404,"[1.47104551e-15 0.00000000e+00 2.02615702e-15 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50
4405,"[0.00000000e+00 0.00000000e+00 4.96824804e-15 1.00000000e+00
 2.33146835e-15]",Bayesian,1.0,100
4406,"[7.49400542e-16 8.88178420e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,200
4407,"[6.66594317e-01 1.38777878e-16 0.00000000e+00 3.33405683e-01
 0.00000000e+00]",Bayesian,5.0,50
4408,"[9.24265763e-02 4.02455846e-16 0.00000000e+00 9.07573424e-01
 0.00000000e+00]",Bayesian,5.0,100
4409,"[3.59038255e-01 9.36750677e-17 4.33680869e-17 6.40961745e-01
 5.20417043e-18]",Bayesian,5.0,200
4410,[0.         0.         0.26579569 0.73420431 0.        ],Bayesian,0.1,50
4411,[0.        0.        0.0563245 0.9436755 0.       ],Bayesian,0.1,100
4412,"[0.00000000e+00 0.00000000e+00 4.98306951e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,200
4413,[0.         0.         0.10843477 0.89156523 0.        ],Bayesian,1.0,50
4414,"[1.02695630e-15 1.08246745e-15 0.00000000e+00 1.00000000e+00
 1.49880108e-15]",Bayesian,1.0,100
4415,"[0.00000000e+00 0.00000000e+00 1.94289029e-15 1.00000000e+00
 5.96744876e-15]",Bayesian,1.0,200
4416,"[4.30584641e-01 0.00000000e+00 1.23165367e-16 5.69415359e-01
 0.00000000e+00]",Bayesian,5.0,50
4417,"[1.24900090e-16 0.00000000e+00 1.14491749e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,5.0,100
4418,"[2.44948448e-01 5.68989300e-16 0.00000000e+00 7.55051552e-01
 2.09901541e-16]",Bayesian,5.0,200
4419,[0.         0.         0.23733647 0.76266353 0.        ],Bayesian,0.1,50
4420,"[0.00000000e+00 0.00000000e+00 3.75086073e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,100
4421,"[1.12369044e-12 3.21416819e-12 3.31574648e-01 6.68425352e-01
 4.67372234e-12]",Bayesian,0.1,200
4422,"[0.00000000e+00 1.44328993e-15 1.27675648e-15 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50
4423,"[5.27355937e-16 0.00000000e+00 8.88178420e-16 1.00000000e+00
 6.93889390e-16]",Bayesian,1.0,100
4424,"[0.00000000e+00 1.13797860e-15 3.08086889e-15 1.00000000e+00
 4.66293670e-15]",Bayesian,1.0,200
4425,"[1.44328993e-15 2.41473508e-15 0.00000000e+00 1.00000000e+00
 8.32667268e-17]",Bayesian,5.0,50
4426,"[6.02140884e-01 2.15105711e-16 1.04083409e-17 3.97859116e-01
 3.26128013e-16]",Bayesian,5.0,100
4427,"[3.46896995e-02 6.93889390e-18 0.00000000e+00 9.65310301e-01
 2.70616862e-16]",Bayesian,5.0,200
4428,"[2.40792810e-12 8.42750673e-12 3.83160275e-01 6.16839725e-01
 1.31485972e-11]",Bayesian,0.1,50
4429,[0.         0.         0.27710339 0.72289661 0.        ],Bayesian,0.1,100
4430,"[0.00000000e+00 0.00000000e+00 3.34912653e-12 1.00000000e+00
 0.00000000e+00]",Bayesian,0.1,200
4431,"[0.00000000e+00 0.00000000e+00 3.21964677e-15 1.00000000e+00
 6.35602682e-15]",Bayesian,1.0,50
4432,"[0.00000000e+00 0.00000000e+00 1.38777878e-16 1.00000000e+00
 4.99600361e-15]",Bayesian,1.0,100
4433,"[0.00000000e+00 6.94926156e-15 4.80184582e-02 9.51981542e-01
 0.00000000e+00]",Bayesian,1.0,200
4434,"[1.19865150e-01 0.00000000e+00 9.88792381e-17 8.80134850e-01
 0.00000000e+00]",Bayesian,5.0,50
4435,"[5.06686585e-01 0.00000000e+00 0.00000000e+00 4.93313415e-01
 5.61616725e-17]",Bayesian,5.0,100
4436,"[6.06177580e-01 4.96130914e-16 7.97972799e-17 3.93822420e-01
 3.74700271e-16]",Bayesian,5.0,200
4437,[0.        0.        0.4029534 0.5970466 0.       ],Bayesian,0.1,50
4438,[0.         0.         0.07145396 0.92854604 0.        ],Bayesian,0.1,100
4439,[0.         0.         0.04035305 0.95964695 0.        ],Bayesian,0.1,200
4440,"[0.00000000e+00 0.00000000e+00 1.38777878e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,50
4441,[0.         0.         0.27883875 0.72116125 0.        ],Bayesian,1.0,100
4442,"[3.05311332e-16 1.52655666e-15 0.00000000e+00 1.00000000e+00
 1.49880108e-15]",Bayesian,1.0,200
4443,"[1.87611051e-16 2.02417944e-16 3.37513927e-02 9.66248607e-01
 0.00000000e+00]",Bayesian,5.0,50
4444,"[4.42666350e-01 7.14489232e-17 6.60011794e-02 4.91332470e-01
 0.00000000e+00]",Bayesian,5.0,100
4445,"[1.96266579e-01 0.00000000e+00 6.59194921e-17 8.03733421e-01
 1.59594560e-16]",Bayesian,5.0,200
4446,"[9.02871098e-13 0.00000000e+00 4.32264027e-01 5.67735973e-01
 0.00000000e+00]",Bayesian,0.1,50
4447,"[3.26891672e-11 3.74236535e-11 1.44478752e-01 8.55521248e-01
 4.82060984e-11]",Bayesian,0.1,100
4448,"[0.00000000e+00 1.41426529e-13 3.86779379e-02 9.61322062e-01
 0.00000000e+00]",Bayesian,0.1,200
4449,"[0.00000000e+00 0.00000000e+00 3.33066907e-16 1.00000000e+00
 7.77156117e-15]",Bayesian,1.0,50
4450,"[3.33066907e-16 0.00000000e+00 1.66533454e-16 1.00000000e+00
 0.00000000e+00]",Bayesian,1.0,100
4451,"[0.00000000e+00 1.49880108e-15 0.00000000e+00 1.00000000e+00
 5.24580379e-15]",Bayesian,1.0,200
4452,"[3.33066907e-16 0.00000000e+00 9.71445147e-17 1.00000000e+00
 9.71445147e-16]",Bayesian,5.0,50
4453,"[2.09359534e-01 3.88578059e-16 0.00000000e+00 7.90640466e-01
 0.00000000e+00]",Bayesian,5.0,100
4454,"[1.36396692e-01 6.24500451e-17 2.08166817e-17 8.63603308e-01
 0.00000000e+00]",Bayesian,5.0,200
4455,"[1.53066448e-12 4.50234294e-12 0.00000000e+00 1.00000000e+00
 8.92896868e-12]",Bayesian,0.1,50
4456,"[2.34527520e-13 2.32574109e-12 5.89865098e-01 4.10134902e-01
 4.47075097e-12]",Bayesian,0.1,100
4457,[0.         0.         0.08890051 0.91109949 0.        ],Bayesian,0.1,200
